გამოსხივება	გამოსხივ ებ ა
მონაწილედ	მო ნაწილე დ
დაცულნი	და ცულ ნი
რითიო	რით იო
ვერსიის	ვერსი ის
მოყვარე	მოყვარე
ტასმანია	ტასმ ანი ა
დაივიწყებს	დაი ვიწყ ებს
კლუბია	კლ უბ ია
მეტალი	მე ტალ ი
კონსტანტინოპოლში	კონსტანტინო პოლ ში
როლის	რ ოლ ის
ლავი	ლავ ი
იქნებოდნენ	ი ქნ ებოდნენ
პარადოქსის	პარა დოქს ის
ბაქტერიოფაგები	ბაქტერი ოფაგ ები
ველოსიპედით	ველოსიპედ ით
გერმანიისა	გერმა ნი ისა
ღებში	ღებ ში
პრეისტორია	პრე ისტორი ა
აგენტს	აგ ენტ ს
მხარდაჭერით	მხარდა ჭერ ით
ცილინდრს	ცილი ნდრ ს
ხელნაწერ	ხელნა წერ
იორკში	იო რკ ში
პრიზმის	პრ იზმ ის
მქადაგებელი	მ ქადაგებ ელი
რჩევით	რჩევ ით
არამატერიალური	არა მატერიალურ ი
განმარტავდა	განმარ ტავ და
გრძელვადიან	გრძელ ვად იან
ააშენეს	ა აშენ ეს
საათი	სა ათ ი
უნეტარესი	უნეტარ ეს ი
გაივლიდა	გაი ვლი და
საფეხურები	სა ფეხურ ები
ჩამოსხმული	ჩამო სხმ ული
თურქმანული	თურქ მან ული
გონის	გონ ის
მსხვილმა	მსხვილ მა
თაყვანისცემით	თაყვანის ცემ ით
ბედიის	ბე დ იის
კუთხის	კუთხ ის
ლეგიონებში	ლეგი ონ ებში
უკანასკნელ	უკანა სკნელ
პორტრეტების	პორტრეტ ების
მაშინდელ	მაშინ დელ
ინჟინერთა	ინჟინ ერ თა
ბაზის	ბაზ ის
შენაკადია	შენა კად ია
