გამოსხივება	გამო სხივებ ა
ჩადო	ჩა დ ო
მტერია	მ ტერ ია
კვლევებმა	კვლევ ებმა
ექსპერტთა	ექსპ ერტ თა
ნიობიუმის	ნი ობ იუმის
მკლავს	მკლავ ს
უიტნის	უიტ ნ ის
ყავისფერ	ყავ ისფერ
ესტონეთში	ესტონ ეთ ში
მოჰყავდა	მო ჰყავ და
კონსულს	კონსულ ს
გაჩერებას	გა ჩერ ებას
ალუტიკები	ალუ ტიკ ები
სრულფასოვანი	სრულ ფას ოვანი
ჩაკეტილი	ჩა კეტ ილი
ხილვით	ხილვ ით
ჩინით	ჩინ ით
მკვლელობაში	მკვლელობ აში
ლონდონურ	ლონ დონ ურ
სამაგიეროდ	სამაგ იერ ოდ
ჩარლზ	ჩარლ ზ
მომხმარებლებს	მო მხმარებლ ებს
აზრებს	აზრ ებს
ეწინააღმდეგება	ე წინააღმდეგ ება
კორტესს	კორ ტეს ს
კუთხიდან	კუთხ იდან
აღნიშნულის	აღ ნიშნულ ის
მცენარეებისგან	მცენარეებ ისგან
ბო	ბო
ჯოტო	ჯო ტ ო
ასოციაცია	ასოცი აცი ა
აღმოჩენას	აღმო ჩენ ას
მატებდა	მატებ და
მწოლიარე	მწოლი არე
საჩემპიონო	სა ჩემპიონ ო
ფილოლოგიური	ფილ ოლოგი ური
თავდასხმებმა	თავდას ხმ ებმა
დედას	დ ედ ას
ვიქტორია	ვიქტორ ი ა
მსგავსად	მსგავს ად
ანაწილებდა	ა ნაწილებ და
გარდაცვლილებს	გარდა ცვლილ ებს
თაობისთვის	თა ობ ისთვის
ქერცლებით	ქერ ცლ ებით
