გამოსხივება	გამო სხივებ ა
საბერძნეთში	საბერძნ ეთ ში
განზოგადება	განზოგა დებ ა
დამთავრდება	დამთავრ დ ება
გადასვლიდან	გადა სვლ იდან
დეიტა	დე იტ ა
დაჯგუფებად	დაჯგუფ ებ ად
პოინტი	პო ინტი
ბავშვობიდანვე	ბავშვ ობ იდანვე
განწირული	გან წირულ ი
ემიგრაციის	ემიგრ აცი ის
მეგობარს	მეგო ბარ ს
მორიგ	მო რიგ
ევრომაიდანის	ევრო მაიდანის
სოციალისტი	სოცი ალისტ ი
შაჰის	შაჰ ის
დევნისას	დევნ ისას
შენსა	შენ სა
სან	სა ნ
კრონშტადტის	კრ ონ შტადტის
ყოფდნენ	ყოფ დნენ
არქივს	არქი ვ ს
დონიდან	დონ იდან
ბუმბულები	ბუმ ბულ ები
ვიალი	ვი ალ ი
მკითხველებმა	მკითხველ ებმა
სიხშირეზე	სი ხშირ ეზე
რომლისთვისაც	რომ ლის თვისაც
დაბრუნებისთანავე	და ბრუნებ ისთანავე
შემოქმედებაში	შემო ქმედებ აში
ჰაიდრიხი	ჰა იდ რიხი
ქიმიისა	ქიმი ისა
აღჭურვილი	აღჭურვ ილ ი
შეტყობინება	შე ტყობინებ ა
ეპიკურ	ეპ იკ ურ
საქმეს	სა ქმ ეს
ვეზირმა	ვეზ ირ მა
ვიქტორიის	ვიქ ტორი ის
ვენა	ვენ ა
ნასტასია	ნა სტასი ა
აივნის	აი ვნ ის
საჭესთან	სა ჭ ესთან
ჯორჯს	ჯორ ჯ ს
ანდრეს	ანდ რე ს
თეოფილე	თეო ფილ ე
შარლოტის	შარ ლოტ ის
დედოფლისწყაროს	დედოფლ ისწყაროს
თესავენ	თეს ავენ
ტუტე	ტუ ტე
