გამოსხივება	გამო სხივებ ა
ხაზი	ხაზ ი
სამოსახლო	სამოს ახლო
სიკეთესა	სი კეთ ესა
აცვიათ	ა ცვ იათ
ჰესენის	ჰე სენ ის
ხერხის	ხერხ ის
ნახვის	ნა ხვ ის
მოსკოვი	მოს კოვ ი
პროგრამა	პრო გრამ ა
ასტრონომთა	ასტრონ ომ თა
თავშესაფრად	თავშესა ფრ ად
იურისპრუდენცია	იურისპ რ უდენცია
აღიარებს	ა ღიარებ ს
იმიერკავკასიის	იმ იერკავკასი ის
არასაკმარისად	არასა კმარ ისად
ხელებისა	ხელ ებ ისა
კინოფესტივალი	კინო ფესტივალ ი
მეურნეობით	მეურნე ობ ით
გადასცა	გადა სც ა
ყინვა	ყინ ვ ა
გასვლას	გა სვლ ას
ლამარი	ლა მარ ი
დებულებით	დ ებულებ ით
ყრმით	ყრმ ით
ხელმისაწვდომია	ხელმისა წვდომ ია
მიტანა	მი ტან ა
ტრანზიტის	ტრანზიტ ის
გზატკეცილები	გზა ტკეცილ ები
ეგზისტენციალიზმი	ეგზისტ ენციალ იზმი
ედუარდ	ედუ არდ
კრამიტის	კრამი ტ ის
კახელი	კა ხელ ი
კარმენის	კარ მენ ის
ჟღერდა	ჟღერ და
ნახევარკუნძულს	ნახევარ კუნძულ ს
რაუნდის	რა უნდ ის
გუგლის	გუ გლ ის
ნიუფაუნდლენდის	ნიუფაუნდლენდ ი ს
