გამოსხივება	გამოსხივ ებ ა
საუკუნეებისა	საუკუნე ებ ისა
მიემხრო	მი ემხრ ო
მღვდელმოწამე	მღვდ ელ მოწამე
შთანთქა	შთანთქ ა
მარცელა	მარ ცელ ა
ბუბლეიმ	ბუ ბლე იმ
ტაძრიდან	ტა ძრ იდან
პრიმატი	პრი მატ ი
მიანიშნებდა	მია ნიშნ ებდა
სადგომები	სა დგომ ები
ჩამჯდარიყო	ჩა მჯდარ იყო
მთავარსარდლობა	მთავარსარდ ლ ობა
სპეციალისტმა	სპეცი ალისტ მა
საგზური	საგზ ურ ი
სკოფილდი	სკო ფილდ ი
უჩამ	უ ჩ ამ
მირა	მი რ ა
ჰაუსი	ჰა უს ი
კომპიუტერთან	კომპიუ ტერ თან
ნაწილაკები	ნაწილ აკ ები
ანდო	ანდ ო
ასომთავრულ	ასომთავრ ულ
მუსულმანთა	მუსულმა ნ თა
მოსაყვანად	მოსა ყვან ად
ატაროს	ა ტარ ოს
მიმღები	მიმ ღებ ი
მეფემ	მე ფე მ
მიყოლებით	მი ყოლ ებით
განსაზღვრული	გან საზღვრ ული
კონცხი	კონ ცხ ი
მდინარისპირა	მ დინარ ისპირა
საგან	საგან
ძმასთან	ძმ ასთან
ბოროტ	ბოროტ
უპირატესობა	უპირატ ესობ ა
ქულა	ქ ულ ა
ქვეყნად	ქვეყნ ად
შეიწყალე	შეი წყალ ე
ვულკანებს	ვულ კან ებს
ფარვანის	ფარ ვან ის
გადადგომის	გადა დგომ ის
შორეულ	შორ ეულ
ევას	ე ვ ას
რელიგიებს	რელიგი ებს
შემოქმედებიდან	შემო ქმედებ იდან
გადაწყვეტს	გადა წყვეტ ს
სულისკვეთებით	სულის კვეთ ებით
მოწოდება	მო წოდებ ა
