იტალიასთან	ი ტალი ასთან
შეუჩერებელი	შეუ ჩერ ებელი
მიყვარს	მი ყვარ ს
ინიციატორია	ინიცია ტორი ა
პსვ	პ სვ
მანდილი	მა ნდ ილი
საჭმელად	სა ჭმ ელად
დამნაშავეებად	დამნაშ ავე ებად
სულისკვეთების	სულის კვეთ ების
ინტეგრირებულ	ინტეგ რირებ ულ
ღვინისა	ღვი ნ ისა
გაგრძელებაა	გა გრძელებ აა
ადგენენ	ად გენ ენ
მოთხოვნილების	მო თხოვნილებ ის
გასაკვირია	გასა კვირ ია
დადგმული	და დგმ ული
მიმდინარეობის	მი მდინარეობ ის
ინდუსტრიას	ინდუ სტრი ას
იუგოსლავიელებს	იუ გოსლავი ელებს
ვიქტორიის	ვიქტორ ი ის
სოკოებს	ს ოკო ებს
სამუშაოზე	სამუშა ო ზე
აქსუმის	აქ სუმ ის
შემოსავლებს	შემოსავლ ებს
ტაილანდში	ტა ილანდ ში
საბედნიეროდ	სა ბედნიერ ოდ
ვენერას	ვე ნერ ას
მითოლოგიით	მი თოლოგი ით
იზრდებოდა	იზრდ ებოდა
მშენებლობას	მშენებლობ ას
წყაროებზე	წყა რო ებზე
მომხდარიყო	მო მხდარ იყო
ბელერიანდის	ბელ ერიანდ ის
