იტალიასთან	იტა ლი ასთან
ქარისმიერი	ქარ ისმიერ ი
განაშენიანება	განა შენიან ება
იცხოვროს	ი ცხოვრ ოს
სადამდე	სა დ ამდე
მანძილით	მან ძილ ით
გაგრძელებულა	გა გრძელ ებულა
მჯერა	მ ჯერ ა
ემიგრანტული	ე მიგრანტ ული
მეთოდად	მე თოდ ად
ამერიკასა	ამერიკ ასა
ნაწილაკები	ნა წილაკ ები
უშიშარი	უ შიშარ ი
იეროგლიფი	ი ეროგლიფ ი
მასივები	მას ივ ები
ჯადოქრობის	ჯადო ქრ ობის
პოზიციით	პოზიცი ით
პრეცედენტი	პრეცედენ ტი
გამომცემელმა	გამომცემ ელ მა
ხორვატების	ხორ ვატ ების
ბუნებრივად	ბუნებრივ ად
სტიგმა	სტი გ მა
შემთხვევაა	შემთ ხვევ აა
კოცონზე	კო ცონ ზე
ძვლებისა	ძ ვლ ებისა
ბუკერის	ბუ კერ ის
პოლიციასთან	პოლი ცი ასთან
შუშხუნა	შუშხუნ ა
თურ	თ ურ
მდედრობით	მდედ რ ობით
ფაქტორად	ფა ქტორ ად
ნადირობას	ნადირ ობ ას
იტანენ	იტან ენ
იასის	ი ას ის
ირონიით	ირო ნი ით
სცენის	სცენ ის
ადაპტაციის	ადაპ ტაცი ის
მხატვრობისა	მხატვ რობ ისა
შეეწყვიტათ	შეე წყვიტ ათ
მარბიელი	მა რბიელ ი
მარხვა	მარხვ ა
არე	არ ე
სამკვეთლოსა	სამ კვეთლო სა
სამტვრე	სა მტვრ ე
აბო	ა ბო
კომიკური	კომ იკურ ი
ორიენტაციას	ორიენტ აციას
ჟღერდა	ჟღერ და
ფენებად	ფენ ებად
მდებარეობა	მდებ არეობ ა
პროსპექტი	პრო სპექტ ი
თაყვანისმცემლები	თაყვანის მცემ ლები
