იტალიასთან	იტა ლი ასთან
გამოძახება	გამო ძახ ება
კომპანიის	კომპანი ის
ტუამოტუს	ტუამო ტუს
ქალაქებისა	ქა ლაქ ებისა
გაყოფილია	გა ყოფილ ია
თავდგირიძე	თავდ გირ იძე
სტუმრობისას	სტუმრობ ისას
ქართველებთან	ქართ ველ ებთან
მცირეწლოვანების	მცირე წლოვან ების
დეპუტატთა	დეპუტატ თ ა
ალექსს	ა ლექს ს
დავითგარეჯის	დავით გარეჯ ის
წესრიგს	წესრიგ ს
ორგანოს	ორ გან ოს
შეინარჩუნა	შეი ნარჩუნ ა
მდინარეში	მდინარე ში
მიღწეულ	მი ღწეულ
დიდგვაროვანი	დიდ გვაროვან ი
ამიშები	ამიშ ები
უიზარდსის	უ იზარდ სის
პოპულარობის	პოპულ არ ობის
საახალწლო	საახალ წლ ო
სატრფო	სატრფ ო
სახითაა	სა ხ ითაა
სულა	სულ ა
ლიდერობის	ლი დერ ობის
ფილოსოფოს	ფილოსოფ ოს
დასკვნას	დ ასკვნ ას
ზრუნვით	ზრუნ ვ ით
მხედრებმა	მხედრ ებმა
დელტის	დელტ ის
ზღაპრებს	ზღაპრ ებს
კურორტია	კურორტ ია
ხოცავდნენ	ხოც ავდნენ
სხადასხვა	ს ხა დასხვა
ხელმძღვანელი	ხელმძღვანელ ი
რეგიონმა	რეგიონ მა
ყუთი	ყუ თ ი
ჰომერი	ჰო მერ ი
შელფურ	შე ლფ ურ
კვარტეტი	კვარტ ეტ ი
