იტალიასთან	ი ტალი ასთან
დაქვემდებარებაშია	დაქვე მდებარ ებაშია
შედეგებისა	შე დეგ ებისა
აგდებენ	ა გდ ებენ
აღმაშენებელმა	აღმ აშენ ებელმა
ადგილობრივი	ადგილ ობრივ ი
ბობის	ბობ ის
მთიელები	მთი ელ ები
ლოდების	ლ ოდ ების
უმეტეს	უმეტეს
ლითოლოგიური	ლით ოლოგიურ ი
სამხრეთით	სამხრ ეთ ით
ქვევრია	ქვე ვრ ია
საზოგადოებისადმი	საზოგად ო ებისადმი
აღენიშნება	აღე ნიშნებ ა
შემოიფარგლა	შემოი ფარგლ ა
კითხულობენ	კითხ ულობ ენ
სტეფენ	ს ტე ფენ
კრუნჩხვები	კრუნჩ ხვ ები
მშვიდობა	მშვიდობ ა
ასოცირებულ	ასოც ირ ებულ
სერიებს	ს ერი ებს
ისეთივე	ის ეთ ივე
პრემია	პრე მი ა
ამქვეყნად	ამქვე ყნ ად
მაგნეტიტის	მაგ ნეტ იტის
ოქტავიანეს	ოქ ტავ იანეს
ჩემპიონებს	ჩემპიონ ებს
სახეობას	სახე ობ ას
მკვეთრი	მკვეთ რ ი
კოდების	კო დ ების
უზრუნველსაყოფად	უ ზრუნველ საყოფად
ამინდით	ა მინდ ით
წყალგამყოფზე	წყალგა მყოფ ზე
მონები	მონ ები
ადგილისა	ადგილ ისა
გადასაღებ	გადასა ღებ
წყალსაცავი	წყალსაც ავ ი
ჩაბი	ჩა ბ ი
გასაძლიერებლად	გასა ძლიერ ებლად
ენებისა	ენ ებ ისა
