იტალიასთან	იტა ლი ასთან
გავრცელებაზე	გ ავრცელებ აზე
კაბელის	კა ბელ ის
ეგზისტენციალიზმის	ეგზისტენცი ალ იზმის
ჯეიკი	ჯე იკ ი
მოაზროვნეთა	მო აზროვნე თა
შტანდარტი	შტ ანდარტ ი
მწუხარებით	მწუხარ ებ ით
ფერია	ფერ ია
ბელადს	ბე ლად ს
ხატწერის	ხატ წერ ის
კინემატოგრაფიულ	კინემატ ოგრაფი ულ
ტყავი	ტყ ავ ი
ქვეყნიდან	ქვეყნ იდან
ხელმისაწვდომობა	ხელმისა წვდომ ობა
მანილის	მან ილ ის
მილანურ	მი ლან ურ
ნორმალურ	ნორმ ალურ
გამაჰმადიანება	გამა ჰმად იანება
გაურბის	გაურ ბ ის
მაზრას	მ აზრ ას
ფერიც	ფერ იც
პირამიდები	პირამ იდ ები
მითოლოგიის	მით ოლოგი ის
კალიუმი	კალ იუმ ი
დაჭერას	და ჭერ ას
ასაგებად	ასა გ ებად
ეგრისის	ეგ რის ის
კოპენჰაგენში	კოპენჰა გენ ში
სიმების	ს იმ ების
ოჩამჩირის	ოჩამჩ ირ ის
ქლორიდის	ქლორ იდ ის
ემზადებოდა	ე მზადებ ოდა
ქართლიდან	ქარ თლ იდან
ცოცხალს	ცოც ხალ ს
მეჰმედი	მე ჰმედ ი
ლეოპოლდის	ლეოპ ოლდ ის
იკისროს	ი კისრ ოს
სტუდიების	სტუდი ების
ნახატში	ნა ხატ ში
გააშენა	გა აშენ ა
კუნძულელების	კუნძულ ელ ების
კათედრა	კათედ რ ა
ეკონომიკურმა	ეკონომ იკ ურმა
მეფობისას	მეფ ობ ისას
ანძის	ან ძ ის
ცხრა	ცხ რ ა
შიდა	ში დ ა
ავადმყოფობათა	ავადმყოფ ობ ათა
კოლოიდური	კოლ ოიდ ური
დარაჯობს	დარაჯ ობ ს
გრავიტაციულად	გრავი ტაცი ულად
დარბაზული	დარ ბაზ ული
დეპუტატებს	დეპუტ ატ ებს
